#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view;heading smoothing strategy;orientation smoothing strategy
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204748.879;20180608-204743.207;37.7882843;-122.400009;65;272.5;267.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180608-204749.869;20180608-204749.607;37.78817;-122.399834;65;267.4;258.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204750.870;20180608-204749.607;37.78817;-122.399834;65;258.2;264.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204751.871;20180608-204749.607;37.78817;-122.399834;65;264.1;263.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204752.871;20180608-204749.607;37.78817;-122.399834;65;263.2;266;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204753.871;20180608-204749.607;37.78817;-122.399834;65;266;266.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204754.872;20180608-204749.607;37.78817;-122.399834;65;266.4;273;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204755.872;20180608-204749.607;37.78817;-122.399834;65;273;272.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180608-204756.873;20180608-204756.008;37.7882042;-122.399986;65;272.5;270.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204757.874;20180608-204756.008;37.7882042;-122.399986;65;270.7;270.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204758.874;20180608-204756.008;37.7882042;-122.399986;65;270.2;269.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204759.875;20180608-204756.008;37.7882042;-122.399986;65;269.2;275.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204800.875;20180608-204756.008;37.7882042;-122.399986;65;275.9;278.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204801.875;20180608-204756.008;37.7882042;-122.399986;65;278.4;277.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180608-204802.876;20180608-204802.418;37.78825;-122.400017;65;277.6;279.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180608-204803.877;20180608-204803.714;37.7882652;-122.400009;65;27.8;280.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204804.878;20180608-204803.714;37.7882652;-122.400009;65;27.8;278.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204805.878;20180608-204803.714;37.7882652;-122.400009;65;27.8;280.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204806.878;20180608-204803.714;37.7882652;-122.400009;65;27.8;280.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204807.879;20180608-204803.714;37.7882652;-122.400009;65;27.8;279.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204808.879;20180608-204803.714;37.7882652;-122.400009;65;27.8;279.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204809.880;20180608-204803.714;37.7882652;-122.400009;65;27.8;282.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180608-204810.880;20180608-204810.060;37.7883224;-122.400093;65;304.3;281.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180608-204811.881;20180608-204810.060;37.7883224;-122.400093;65;304.3;286;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
